종목명,개인,외국인,기관계,기관,,,,,,,기타법인
,,,,금융투자,보험,투신,은행,기타금융,연기금등,사모펀드,
에스씨엠생명과학,-93,-201,+269,+1,,+6,,,+262,,+19
에스앤에스텍,-742,+361,+383,+276,+8,,,,+108,-9,
에스에너지,+29,-38,+5,+5,,,,,,,
에스에스알,-84,+86,,,,,,,,,
에스에이엠티,-121,+66,+52,+2,,,,,,+50,
에스에이티,-322,+198,,,,,,,,,+140
에스에프에이,-2649,+1712,+905,+84,+260,+22,,+100,+451,-11,+24
에스엠,+690,-478,-210,+514,-2,-78,,,-60,-584,-7
에스엠코어,-250,+166,+100,+4,,-6,,,+102,,-15
에스엔유,-31,+43,,,,,,,,,-10
에스제이그룹,-395,+24,+371,+2,-6,+120,,+101,,+154,
에스텍파마,-49,-1,+51,,,,,,,+51,+3
에스텍,+3,-16,+13,,+4,,,,+9,,
에스티아이,+444,+20,-395,,,-395,,,,,-69
에스티팜,-23909,+12427,+11202,+638,+846,+4435,,+27,+3418,+1838,+428
에스폴리텍,+48,-49,,,,,,,,,
에스퓨얼셀,+46,-70,+23,+18,,+6,,,,,
에스피시스템스,+26,-35,,,,,,,,,+9
에스피지,-181,-834,+1009,+844,,+12,,+38,+115,,+1
에이디테크놀로지,+80,+87,-105,,,,,,,-105,-15
에이비엘바이오,-128,+419,-272,-5,+176,-147,+261,,+367,-924,-19
에이스침대,+1,-1,-1,-1,,,,,,,
에이에프더블류,+148,-138,,,,,,,,,-12
에이치시티,-544,+565,-30,,,,,,,-30,+9
에이치엘사이언스,-53,+48,,+1,,,,,+1,-1,+4
에이치엠씨제4호스팩,,,,,,,,,,,
에이치엠씨제5호스팩,+4,,-4,,,-4,,,,,
에이텍티앤,-1158,+1146,+6,,,+6,,,,,+6
에이텍,-703,+647,,,,,,,,,+56
에이트원,-274,+257,,,,,,,,,+18
에이팩트,+102,-89,,,,,,,,,-14
에이프로젠 H&G,+4,-2,,,,,,,,,-2
에이프로,-1464,+1046,+428,,,+88,,,,+340,+37
에이피티씨,-564,+578,+4,,-5,,,-14,,+23,-28
에코마케팅,+982,-11,-1017,-40,,-564,,,-407,-5,+34
에코바이오,-45,+47,,,,,,,,,-3
에코캡,+44,-38,,,,,,,,,
에코프로,-11536,+5468,+5905,+104,+125,+905,,,+3965,+807,+163
에코프로비엠,-13120,+2994,+10221,+1481,+318,+1850,+15,+51,+1286,+5219,-110
에코플라스틱,+226,+131,-436,,,,,,,-436,+78
에프앤가이드,-31,+21,,,,,,,,,+11
에프에스티,-57,+106,+40,+40,,,,,,,-81
에프엔씨엔터,-5,+2,,,,,,,,,+3
에프엔에스테크,-16,-124,+127,+127,,,,,,,+11
엑사이엔씨,-90,+160,-4,-4,,,,,,,-72
엑셈,+240,-232,+6,,,,,,,+6,
엑시콘,-147,+159,-44,-44,,,,,,,+53
엔바이오니아,+129,-125,,,,,,,,,-11
엔브이에이치코리아,-14,-72,,,,,,,,,
엔비티,+1668,-99,-1341,+106,,-154,,-1236,,-57,-225
엔시스,-87,-8,-14,-11,,,,,,-3,
엔에스,-3,+1,+1,+1,,,,,,,
엔에이치스팩13호,+317,-23,-281,-261,,,,,,-20,-15
엔에이치스팩16호,-14,+17,-10,,,,,,,-10,+6
엔에이치스팩17호,,,,,,,,,,,
엔에이치스팩18호,-30,,+30,,,,,,,+30,
엔에프씨,+42,-58,,,,,,,,,
엔젠바이오,+185,-54,,,,,,,,,-126
엔텔스,+26,-27,,,,,,,,,
엔피디,-35,+32,,,,,,,,,+3
엔피케이,+8,-8,,,,,,,,,
엘비세미콘,-297,+448,+583,+191,-10,+504,,,-95,-7,-736
엘앤씨바이오,+145,+78,-260,+12,-28,-160,,,-80,-4,+36
엘앤에프,+44521,-37246,-8545,-1139,+38,-902,,+1,-4143,-2401,+1155
엘엠에스,,,,,,,,,,,
엘오티베큠,-242,+451,-51,,+35,-92,,,,+6,-154
엘이티,-182,+198,+6,,,+6,,,,,-22
엘티씨,+636,-633,,,,,,,,,
엠게임,+153,-104,+4,+4,,,,,,,-52
엠벤처투자,-20,+20,,,,,,,,,
엠브레인,-14,+14,,,,,,,,,
엠씨넥스,-217,+436,-223,+12,-26,,,,-61,-148,+1
엠아이텍,-54,+53,,,,,,,,,+1
엠에스씨,+120,-125,,,,,,,,,+5
엠에스오토텍,-1791,-324,+1413,+84,+222,+137,,+20,+176,+774,+640
엠에프엠코리아,+230,+63,+3,,,,,,,+3,+13
엠케이전자,-235,+299,,,,,,,,,+2
엠투아이,-65,+48,,,,,,,,,+5
엠투엔,+724,-984,+349,-3,,+352,,,,,-96
엠플러스,-64,+48,-2,-2,,,,,,,+15
연우,+117,+35,-157,+13,,-44,,,-126,,
영림원소프트랩,-14,+18,,,,,,,,,-7
영우디에스피,-2365,+1235,+1207,-193,+359,+1048,,,,-7,-139
영풍정밀,-14,-286,+366,,,+168,,+102,+96,,-66
영화테크,-62,+60,,,,,,,,,+2
예선테크,-51,-2,,,,,,,,,+54
예스24,-405,+280,,,,,,,,,
오공,-90,+72,,,,,,,,,+18
오디텍,-65,+302,,,,,,,,,-240
오로라,+285,-277,,,,,,,,,-14
오로스테크놀로지,+1390,-667,-147,+5,-28,+217,,+265,-357,-248,-579
오르비텍,+1665,+334,+10,+28,,-12,,,,-7,+141
오리엔탈정공,+152,-191,,,,,,,,,
오리콤,+34,-35,,,,,,,,,
오상자이엘,-296,+304,,,,,,,,,-4
오성첨단소재,+22,-16,,,,,,,,,-9
오션브릿지,-584,+687,+10,-14,,+13,,,,+12,-113
오스코텍,-3051,+2507,+521,-33,+850,+254,,-2077,+1463,+64,+33
오스템임플란트,-802,+992,+26,-80,+512,-34,,-4,-16,-351,-192
오스템,+69,-70,,,,,,,,,
오이솔루션,-111,+101,+6,+7,,-4,,,+5,-1,+5
오킨스전자,-554,+555,,,,,,,,,
오텍,+229,-231,,,,,,,,,
오파스넷,+23,+11,,,,,,,,,-30
오픈베이스,-49,+48,,,,,,,,,+1
오하임아이엔티,-48,+55,-7,,,,,,,-7,
옴니시스템,+295,-293,,,,,,,,,
옵트론텍,+539,-548,-37,,-2,,,,,-35,+48
옵티시스,-60,+60,,,,,,,,,
옵티팜,+23,-23,,,,,,,,,
와이더플래닛,-180,+63,+55,,,,+55,,,,+53
와이솔,+215,+91,-306,+3,,-1,,,-132,-175,
와이아이케이,-53,+24,+25,+13,,+12,,,,,+7
와이어블,+80,-87,,,,,,,,,
와이엔텍,+61,+26,-36,-41,-32,+27,,,+10,,+20
와이엠씨,-212,+50,,,,,,,,,+162
와이엠티,+359,-315,-58,+3,-2,-66,,,,+8,+13
와이제이엠게임즈,-58,+64,,,,,,,,,
와이즈버즈,+15,-15,,,,,,,,,
와이지엔터테인먼트,+1954,-1199,-742,-50,-1,+95,,+44,-824,-6,-24
와이팜,-65,+38,+21,+5,,+16,,,,,+2
와토스코리아,-185,+206,,,,,,,,,-1
우노앤컴퍼니,-131,+111,,,,,,,,,+20
우리넷,-17,+17,+1,+1,,,,,,,
우리바이오,+403,-439,,,,,,,,,+33
우리산업홀딩스,-24,+23,,,,,,,,,
우리산업,+733,-750,+17,+15,,+1,,,,,
우리손에프앤지,+22,-75,+50,,,,,,,+50,
우리이앤엘,-71,+69,,,,,,,,,+2
우리조명,-288,+295,,,,,,,,,+3
우림기계,+100,-114,,,,,,,,,
우수AMS,+208,-177,,,,,,,,,-35
우양,-43,+43,,,,,,,,,
우원개발,-327,+332,,,,,,,,,
우주일렉트로,+348,-223,+236,+13,,+219,,,,+3,-355
원방테크,-205,+187,,,,,,,,,+22
원익IPS,-2352,+1283,+1008,,+172,-201,,+24,+1058,-45,+74
원익QnC,-4951,+2700,+2116,+197,+399,+268,+145,-6,+583,+530,+143
원익머트리얼즈,-273,+383,-97,-63,-1,-121,,+100,-7,-5,-10
원익피앤이,+17,-25,+2,-3,,+5,,,,,
원익홀딩스,-1222,+315,+770,+29,-1,+625,,+101,+17,,+141
원일특강,-107,+88,+17,+14,,,,,,+3,+4
원풍,+10,-10,,,,,,,,,
월덱스,-1681,-189,+1865,,-7,+2251,,,+442,-821,+2
웰크론,-113,+119,,,,,,,,,
웰크론한텍,+107,-90,,,,,,,,,-16
웹젠,-993,+570,+490,+19,+243,+150,+73,+13,+7,-14,-67
웹케시,-194,+453,-364,+21,-7,-229,,,,-149,+96
위닉스,+218,-222,-1,,,,,,+2,-3,
위더스제약,-106,+77,,,,,,,,,+29
위드텍,+459,+14,-303,,,,,-313,,+11,-102
위메이드,-22,-70,+20,+34,,-2,,,-4,-8,+72
위세아이텍,-1,+1,,,,,,,,,
위지윅스튜디오,-82,+87,+7,+2,,+5,,,,,-21
윈스,-141,+68,+45,+39,,-3,,,,+8,+25
윈텍,-31,+31,,,,,,,,,
윈팩,-329,+318,,,,,,,,,+4
윈하이텍,+52,-54,,,,,,,,,
윌링스,+8,-8,,,,,,,,,
유니셈,+967,-172,-771,+155,+343,+373,,,-112,-1531,-24
유니온커뮤니티,+73,-79,,,,,,,,,+5
유니테스트,-843,+894,-52,+66,,+463,,,-120,-461,+2
유니크,-63,-21,,,,,,,,,+89
유니테크노,+3,+19,,,,,,,,,-22
유니트론텍,-93,+92,,,,,,,,,
유라테크,-50,+50,,,,,,,,,
유바이오로직스,-340,+50,+249,,+7,+16,,,+134,+93,+25
유비벨록스,-30,+27,,,,,,,,,+3
유비케어,-8,-10,+2,,,,,,,+2,
유비쿼스홀딩스,-13,+23,-11,-11,,,,,+2,-2,
유비쿼스,-27,+21,+2,,,,,,,+3,
유성티엔에스,+462,-434,+3,+3,,,,,,,-50
유아이엘,+164,-163,-1,,,-1,,,,,
유안타제5호스팩,,,,,,,,,,,
유안타제7호스팩,,,,,,,,,,,
유안타제8호스팩,-34,,,,,,,,,,+34
유에스티,+264,-269,,,,,,,,,
유일에너테크,+363,-9,-229,-229,,,,,,,-131
유진기업,+402,-197,-5,-2,,,,,+3,-6,-212
유진스팩4호,+8,+1,-9,-9,,,,,,,
유진스팩6호,-7,,+7,+7,,,,,,,
유진테크,+2391,-1020,-1391,+17,,+182,+41,,+157,-1787,+18
유티아이,-73,+69,+4,+4,,,,,,,
율호,-268,+268,,,,,,,,,
이건홀딩스,+15,+7,,,,,,,,,+6
이그잭스,-67,+67,,,,,,,,,
이글루시큐리티,-55,+51,+4,-7,,,,,,+11,
이글벳,-243,+243,,,,,,,,,
이노메트리,-307,+316,-4,-4,,,,,,,
이노와이어리스,-1,+166,-171,+3,,-91,,,,-83,+5
이녹스첨단소재,+252,-1738,+1442,+106,+52,+94,,,+1000,+190,+47
이니텍,-25,+30,,,,,,,,,
이라이콤,-69,+72,-5,,-5,,,,,,
이랜시스,-61,+59,,,,,,,,,
이랜텍,-1349,+1009,+1,,+1,,,,,,+345
이루다,-18,-4,-1,,,-1,,,,,+24
이루온,+178,-178,,,,,,,,,
이베스트스팩5호,,,,,,,,,,,
이삭엔지니어링,-573,-9,-79,-48,,,,,,-32,+511
이상네트웍스,+44,-44,,,,,,,,,
이스트소프트,-66,-6,,,,,,,,,+72
이씨에스,-210,+237,,,,,,,,,-28
이엔드디,+226,-162,+15,+74,,+55,-91,,,-23,-98
이엔에프테크놀로지,+3166,-1329,-1847,-25,-27,-800,,,+3,-997,+19
이엔코퍼레이션,-73,+87,-14,-14,,,,,,,
이엘피,-13,+14,,,,,,,,,-2
이엠넷,+1,-1,,,,,,,,,
이엠텍,+1809,-1904,+78,-78,,-66,,,+805,-583,+4
이오테크닉스,-1638,+13,+1612,+111,+1325,+135,,,-5,+45,+45
이오플로우,+1478,-698,-730,+4,-392,-265,,,-79,+2,-6
이원컴포텍,-56,+56,,,,,,,,,
이지바이오,+731,-765,+60,,+35,+25,,,,,+7
이지케어텍,-83,+148,,,,,,,,,-65
이지홀딩스,+124,-158,,,,,,,+2,-3,+23
이크레더블,+68,-30,,,,,,,,,-18
이퓨쳐,-336,+310,+17,+14,,,,,,+3,
이화공영,-9,+9,+6,,,,,,,+6,-5
인바디,-143,+133,-6,-36,,+30,,,,,
인베니아,+48,-33,,,,,,,,,
인산가,-8,+2,+3,,,,,,,+3,+2
인선이엔티,-171,-48,+238,,+65,+84,,+5,+25,+59,-1
인지디스플레,+91,-69,-22,-18,,,,,,-4,
인크로스,-265,+252,+14,+13,+2,-1,,,,,
인탑스,-1259,+1514,+864,+148,+72,+564,,,+23,+58,-1111
인터로조,-29,+54,-26,-30,,,,,,+4,+1
인터파크,+1925,-59,-1893,+371,,-1278,,,-671,-315,+13
인텍플러스,-1059,+377,+670,,,+663,,,,+7,+2
인텔리안테크,+704,-828,+76,-180,-209,+475,,+21,-116,+83,+49
인트론바이오,-418,+355,+81,+2,,,,,+85,-5,-6
인피니트헬스케어,-140,+101,+2,,,,,,,+2,
인화정공,-334,+276,,,,,,,,,+61
일신바이오,+293,-274,-5,-5,,,,,,,-12
일지테크,-10,+16,,,,,,,,,
일진파워,+342,-344,,,,,,,,,-1
자비스,-15,+15,,,,,,,,,
자안코스메틱,-67,+58,,,,,,,,,+9
자연과환경,-144,+143,,,,,,,,,
자이글,+8,-9,,,,,,,,,
자이언트스텝,-166,+114,+28,+28,,,,,,,+2
재영솔루텍,-158,+158,,,,,,,,,
정산애강,-54,-14,,,,,,,,,-2
정상제이엘에스,-32,+28,,,,,,,,,
정원엔시스,-13,+17,,,,,,,,,-4
제너셈,+104,-101,,,,,,,,,
제넥신,-18759,+10091,+8011,+822,+140,+1801,,,-235,+5483,+711
제노레이,-441,+498,,,,,,,,,-63
제노코,-35,-42,+66,-2,,,,,,+68,+8
제놀루션,-288,+227,-4,-4,,,,,,,+82
제로투세븐,-19,+2718,-2707,-3080,,+50,,,,+322,+12
제룡산업,-65,+62,,,,,,,,,
제룡전기,-268,+267,,,,,,,,,
제우스,+985,-416,-502,+28,,-142,,,,-388,-29
제이브이엠,+143,-77,-78,-57,,-47,,,+197,-170,+8
제이스텍,+7,-7,,,,,,,,,
제이씨케미칼,+1868,-1969,+141,+4,,+138,,,,,+18
제이씨현시스템,+272,-211,-71,,,,,,,-71,+5
제이앤티씨,-212,+208,+1,+2,,,,,+2,-3,+22
제이엔케이히터,+17,-5,-12,-12,,,,,,,
제이엘케이,+64,+76,-166,,,,,,,-166,+25
제이엠티,+161,-161,,,,,,,,,
제이티,+78,-92,,,,,,,,,+16
제일바이오,-321,+289,,,,,,,,,+9
제일전기공업,+13,-10,,,,,,,,,-2
제일제강,+337,-451,,,,,,,,,+104
제일테크노스,-180,+176,+4,,,+4,,,,,
제주반도체,-863,+851,,,,,,,,,-5
젠큐릭스,-187,+213,-19,,,-19,,,,,
젬백스링크,-71,+68,,,,,,,,,
조광ILI,-100,+93,,,,,,,,,+10
조아제약,-46,+49,,,,,,,,,
조이시티,+229,-483,+278,+47,,+257,,,,-26,-23
주성엔지니어링,-1770,+1565,+331,+33,,+97,,,+885,-684,-128
줌인터넷,+228,-220,,,,,,,,,-1
중앙백신,-6,+9,,,,,,,,,-4
중앙에너비스,+9,-17,,,,,,,,,+10
지노믹트리,-9,+59,+2,,,,,,,+2,-54
지놈앤컴퍼니,-21,-111,+131,,+44,,,,+89,-1,+2
지니뮤직,-492,+491,+1,+1,+1,,,,,,
지니언스,-28,+28,,,,,,,,,
지니틱스,-123,+105,,,,,,,,,+43
지란지교시큐리티,-4,,,,,,,,,,+8
지어소프트,+440,-114,-139,+69,-1,+2,,,-100,-110,-186
지에스이,+20,-20,,,,,,,,,
지엔씨에너지,+607,-3,-606,+4,,,,,-610,,+1
지엔원에너지,+223,-215,+6,+6,,,,,,,-14
진로발효,+1,-1,,,,,,,,,
진매트릭스,-61,+62,,,,,,,,,+1
진성티이씨,-1506,-99,+1647,+13,-6,+1879,,-5,-100,-135,-46
진양제약,-57,+56,,,,,,,,,
차바이오텍,+165,-201,,+8,,,,,-2,-6,
참좋은여행,-36,+34,,,,,,,,,+1
창해에탄올,-141,+147,-2,-2,,,,,,,-4
천보,-6074,+307,+5655,-4,+62,+499,,,+2380,+2719,+109
청담러닝,-4129,+2077,+1544,-53,,+899,,+122,+592,-15,+520
청보산업,-150,+87,,,,,,,,,+11
칩스앤미디어,-342,+230,,,,,,,,,+117
카스,+492,-491,,,,,,,,,+3
카카오게임즈,-9706,+8691,+1079,+653,,,,,+541,-116,-53
카페24,-20,+71,-60,+18,,+5,,,+6,-89,+4
캠시스,+63,+50,-114,-114,,,,,,,
컴투스,+2586,-3175,+367,+2,+330,-53,,-27,-17,+133,+223
컴퍼니케이,-265,+290,-25,,,,,,,-25,-1
케어랩스,+469,-120,-302,,,,,,-286,-16,-53
케어젠,-34,+15,-1,+20,,-13,,,-6,-2,+20
케이비17호스팩,-1,+1,,,,,,,,,
케이비제18호스팩,,,,,,,,,,,
케이비제20호스팩,-21,,+21,+21,,,,,,,
케이사인,+76,-99,,,,,,,,,+18
케이씨에스,+124,-115,-6,-6,,,,,,,-2
케이씨티,+90,-87,,,,,,,,,
케이아이엔엑스,+96,-259,+143,+147,,-3,,,,,+1
케이엔더블유,-15,+15,,,,,,,,,
케이엠,-338,+301,,,,,,,,,+28
케이엘넷,+145,-142,,,,,,,,,
케이엠더블유,-328,+359,+20,+53,,,,,-8,-25,-55
케이엠제약,-107,+115,,,,,,,,,-9
케이피에스,-34,+59,,,,,,,,,-29
케이피에프,-71,+69,+2,+2,,,,,,,
케이프,-1,+92,-22,-18,,,,,,-4,-87
켄코아에어로스페이스,+368,-176,-233,-207,,,,,,-26,+29
켐온,-405,+400,,,,,,,,,+1
켐트로닉스,-263,+220,,,,,,,,,+50
켐트로스,+974,-1090,+6,+2,,,,,,+4,+97
코데즈컴바인,-17,+31,,,,,,,,,-16
코리아나,-67,+71,-2,-2,,,,,,,-2
코리아센터,+542,-275,-103,+4,,+5,,,+3,-116,-164
코리아에프티,+446,-521,+25,+21,,,,,,+5,+42
코맥스,+98,-93,,,,,,,,,-2
코메론,+37,-29,,,,,,,,,-8
코미코,+1270,-1353,+44,+39,-1,-144,,,-82,+232,+34
코미팜,-1783,+1585,+202,+5,,,,,-3,+199,+7
코세스,+80,-94,,,,,,,,,+28
코스메카코리아,-101,+86,+12,+14,,-2,,,,,
코아스템,-134,+134,,,,,,,,,
코아시아,-17,+85,-63,+5,-6,-63,,,,,
코엔텍,+88,-154,-48,+12,,,,,-57,-3,+116
코웰패션,-372,+395,-32,-47,,+15,,,+2,-3,+9
코위버,+29,-24,+1,+1,,,,,,,-2
코윈테크,-268,+188,+60,+10,,,,+50,,,+31
코콤,-106,+106,,,,,,,,,
코텍,+95,-84,-7,-1,,,,,-6,,-4
코퍼스코리아,-53,+17,+37,,,+35,,,,+2,
코프라,+376,-376,,,,,,,,,+1
콜마비앤에이치,-576,-601,+1220,+114,+1,+1160,,,-68,+14,-39
퀀타매트릭스,-91,+169,-66,-66,,,,,,,
큐렉소,+327,-210,-31,,,,,,,-31,-90
큐브엔터,-46,-76,+102,+102,,,,,,,+20
큐에스아이,+85,-85,,,,,,,,,
큐캐피탈,+10,-5,,,,,,,,,-1
크리스에프앤씨,+117,-135,+30,+25,,,,,,+5,+2
크리스탈신소재,+1716,-1705,,,,,,,,,-46
크리스탈지노믹스,-262,+271,-28,-1,,,,,-23,-4,+18
크린앤사이언스,-62,+57,+5,+5,,,,,,,
클라우드에어,+75,-57,,,,,,,,,+9
클래시스,+846,-379,-478,+40,-108,-275,,-37,-20,-78,+8
클리노믹스,-307,+261,,,,,,,,,+45
클리오,-456,-2,+452,-24,,-200,,+24,+653,-2,+1
키이스트,+53,+63,-147,+200,,-106,,,-241,,+31
타이거일렉,-269,+268,,,,,,,,,+1
탑엔지니어링,-116,+116,,,,,,,,,
태광,+10,-30,+12,,+18,+10,-3,,,-12,+4
태웅로직스,-750,+234,+148,+56,,+92,,,,,+387
테고사이언스,-148,+146,,,,,,,,,+1
테라젠이텍스,-121,+119,+2,,,,,,,+2,
테스나,-945,+74,+846,+62,+33,+677,,,-84,+159,+14
테스,-467,-188,+736,+89,+62,+309,,,+237,+39,-80
테크윙,+681,-343,-372,-18,+412,-108,,+19,+715,-1392,+148
텔레칩스,+18,-14,,,,,,,,,+3
텔레필드,-134,+132,,,,,,,,,
토박스코리아,-585,+485,-34,,,,,,,-34,+130
토비스,-82,,,,,,,,,,+82
톱텍,-63,+31,+31,+32,,,,,+4,-4,
트루윈,+337,-126,,,,,,,,,+7
특수건설,+257,-261,,,,,,,,,+5
티라유텍,-88,+84,+4,,,,,,,+4,
티로보틱스,-144,+144,,,,,,,,,
티비씨,+5,,,,,,,,,,-2
티사이언티픽,-202,+188,-9,-9,,,,,,,+19
티씨케이,+589,-524,-45,+23,-147,-115,,,+179,+14,-18
티앤엘,-2889,+1403,+976,-67,+230,+537,,+20,+181,+74,+523
티에스아이,+135,-135,,,,,,,,,
티에스이,+964,+397,-157,+9,-14,-1,,-239,+88,,-1191
티엘비,-79,+88,,,,,,,,,-5
티움바이오,+966,-140,-850,-9,,-111,,,,-730,+24
티케이케미칼,-774,+1786,-792,,-13,-1719,,,,+939,-249
티플랙스,+695,-676,,,,,,,,,-26
팅크웨어,+770,-543,-211,-206,,-5,,,,,-14
파라다이스,-1727,-132,-1260,-386,+175,-431,+104,-37,-120,-566,+3169
파마리서치,-779,+650,-90,+31,-2,-148,,,+5,+24,+239
파멥신,+794,-813,,,,,,,,,+9
파버나인,+167,-168,,,,,,,,,
파세코,+628,-628,,,,,,,,,
파워로직스,+27,-26,+1,+1,,,,,,,
파이오링크,+394,-63,-339,,,-339,,,,,+1
파인디지털,+37,-57,,,,,,,,,+20
파인테크닉스,-7907,+4833,+2728,+561,+498,+679,,+41,+960,-11,+381
파인텍,-30,+25,,,,,,,,,
파커스,-6,+6,,,,,,,,,
파크시스템스,-1521,+638,+884,-74,-10,+859,,,+150,-40,-3
파트론,-876,+636,+241,+243,,-1,,,+6,-7,
팜스빌,-8,+8,,,,,,,,,
팜스토리,+31,+16,,,,,,,,,
패션플랫폼,-15,+11,-5,-4,,,,,,-1,+8
팬스타엔터프라이즈,-12,+11,,,,,,,,,
팬엔터테인먼트,+646,-297,-444,-8,-435,-1,,,,,+109
펄어비스,+390,-1172,+674,+131,+10,+77,,,+525,-69,+130
펌텍코리아,-943,+172,+768,,+474,+227,,,+68,,-5
포메탈,+275,-275,,,,,,,,,
포스코 ICT,-503,+379,+77,+91,,,,,-8,-6,+58
포스코엠텍,-1095,+1080,+85,+25,,+61,,,,,-47
포시에스,+38,-38,,,,,,,,,
포인트엔지니어링,-70,+57,,,,,,,,,+13
푸드나무,+78,-33,-45,,,-53,,,,+7,
푸드웰,+79,-79,,,,,,,,,
푸른기술,+651,-691,+61,,,,,,,+61,-21
풍강,-78,+78,-2,-2,,,,,,,
풍국주정,-9,+2,+6,+6,,,,,,,
퓨쳐스트림네트웍스,-62,-212,,,,,,,,,+263
프럼파스트,+21,-21,,,,,,,,,
프레스티지바이오로직스,-63,-598,+906,-4,,+426,,,,+483,-182
프로텍,+235,-334,,,,,,,,,+91
프리시젼바이오,+192,-205,,,,,,,,,+218
플랜티넷,+71,-71,,,,,,,,,
플레이디,-30,+33,,,,,,,,,
플레이위드,+124,-126,,,,,,,,,
플리토,+292,-178,-93,,,+100,,,,-193,-23
피델릭스,+55,-53,,,,,,,,,
피씨디렉트,-11,+6,,,,,,,,,+5
피앤씨테크,+77,-77,,,,,,,,,
피에스케이홀딩스,+814,+446,-815,,,-88,,,,-726,-448
피에스케이,-1122,+37,+1042,+107,+159,+838,,,-2,-60,+43
피에스텍,-69,+69,,,,,,,,,
피에이치에이,-532,-24,+557,+36,,,,,+540,-18,
피엔에이치테크,+727,-170,-838,+2,,-146,-175,,,-518,+281
피엔케이피부임상연구센타,-1013,+573,+295,-110,+233,+56,+117,,,,+158
피엔티,+1303,-1384,+84,+85,,,,,+6,-7,+22
피제이메탈,-63,+60,,,,,,,,,+2
피제이전자,-8,+8,,,,,,,,,
피플바이오,-269,+242,,,,,,,,,+26
피피아이,-26,+22,,,,,,,,,+3
핌스,+299,+139,-10,,,,,,,-10,-439
핑거,+27,+58,-89,-51,,-44,,,,+6,+2
하나금융14호스팩,,,,,,,,,,,
하나금융15호스팩,,,,,,,,,,,
하나금융16호스팩,-12,,+12,+12,,,,,,,
하나금융17호스팩,-10,,,,,,,,,,+10
하나마이크론,-12146,+6290,+5746,+279,+436,+2232,,,+2877,-78,+197
하나머스트7호스팩,,,,,,,,,,,
하나머스트제6호스팩,,,,,,,,,,,
하나머티리얼즈,+954,-386,-502,-141,,-258,,,-16,-87,-106
하림지주,+670,+18,-702,-744,+23,+29,,,-6,-5,+12
하이로닉,-11,+14,,,,,,,,,-4
하이록코리아,-6,+31,-23,-15,,-2,,,-6,,+1
하이비젼시스템,-147,+144,-4,+2,,+5,,,,-11,+14
하이제5호스팩,,,,,,,,,,,
하이즈항공,+14,-14,,,,,,,,,
하이텍팜,-55,+59,,,,,,,,,-4
하츠,-286,+281,-8,,,-2,,,,-7,+7
한국9호스팩,,,,,,,,,,,
한국가구,-122,-32,+170,+170,,,,,,,-19
한국경제TV,-190,+179,,,,,,,,,+11
한국맥널티,+82,-78,,,,,,,,,
한국바이오젠,-220,+220,,,,,,,,,
한국비엔씨,-19,+237,-598,,,-598,,,,,+436
한국선재,-236,+233,,,,,,,,,
한국알콜,+713,-711,,,,,,,,,-3
한국유니온제약,+978,-788,,,,,,,,,+4
한국전자금융,+87,-47,-45,-45,,,,,,,
한국전자인증,+51,-270,+339,,,,,,,+339,-11
한국정보인증,+108,-80,-33,,,,,,,-33,
한국정보통신,-9,+10,,,,,,,,,
한국캐피탈,+34,+5,-17,-17,,,,,,,-25
한국컴퓨터,+824,-856,,,,,,,,,+27
한국큐빅,-51,+50,,,,,,,,,-1
한국팩키지,+637,-636,,,,,,,,,+6
한글과컴퓨터,-857,+895,-23,-26,+2,,,,,,-28
한네트,-43,+83,,,,,,,,,-40
한독크린텍,-77,+61,+18,+10,-3,,,,,+11,+6
한라IMS,+3,-1,-2,-2,,,,,,,
한빛소프트,+80,-14,-67,,,,-67,,,,+1
한솔인티큐브,-20,+6,+14,+11,,,,,,+2,+1
한송네오텍,+13,-18,,,,,,,,,+5
한양이엔지,-236,+292,-38,-30,,-2,,,,-5,-15
한일네트웍스,-44,+35,,,,,,,,,
한일단조,+77,-75,,,,,,,,,
한일화학,-38,+33,+4,,,+4,,,,,
한창산업,-100,+89,+11,+9,,,,,,+2,
한컴MDS,-103,+97,,,,,,,,,
한컴위드,-395,+510,-26,-26,,,,,,,+42
해성산업,+25,-8,-21,-17,,,,,,-4,+4
해성티피씨,-231,-70,-47,-46,,,,,,-1,+315
현대공업,+152,-150,,,,,,,,,
현대무벡스,-23,+42,,,,,,,,,-16
현대바이오랜드,-178,+187,-5,-4,,,,,+3,-4,
현대사료,+1,-1,,,,,,,,,
현대에버다임,-6,+6,,,,,,,,,
현대에이치티,-38,+37,,,,,,,,,
현대이지웰,+110,-133,+22,+22,,,,,,,
현우산업,+213,-246,,,,,,,,,+33
홈센타홀딩스,+22,-22,,,,,,,,,
화성밸브,-101,+99,,,,,,,,,
화신정공,-18,+20,,,,,,,,,
화일약품,-223,+275,,,,,,,,,-45
효성오앤비,+66,-62,,,,,,,,,
휴네시온,+239,-243,,,,,,,,,+3
휴메딕스,-442,+323,+19,+19,,,,,,,+85
휴비츠,-34,+34,,,,,,,,,
휴온스,+299,-174,-171,-132,,,,,-35,-3,+85
휴젤,-1094,-1,+1054,+10,+35,+482,,,+535,-9,+42
흥국에프엔비,+32,-30,,,,,,,,,
흥국,-3,+3,,,,,,,,,
흥구석유,-116,+116,,,,,,,,,
희림,+341,-324,-135,-50,,,,,,-85,+421
힘스,-152,+195,,,,,,,,,-40
GRT,,,,,,,,,,,
