종목명,개인,외국인,기관계,기관,,,,,,,기타법인
,,,,금융투자,보험,투신,은행,기타금융,연기금등,사모펀드,
셀트리온제약,-20578,+19653,+470,+186,-12,-86,,,+746,-364,+412
셀트리온헬스케어,-115682,+30664,+47388,+30185,+402,-362,-36,-6,+10623,+6582,+37337
소프트센,-47111,+46651,,,,,,,,,+460
소프트캠프,+243790,-93214,,,,,,,,,-156120
손오공,-46268,+47705,,,,,,,,,
솔본,+12959,-1904,,,,,,,,,-11849
솔브레인,-10574,+5446,+5315,+1353,+433,+8203,,+70,+1916,-6660,-3
솔브레인홀딩스,-1414,+745,+706,+989,-4,,,,-106,-173,-10
솔트룩스,+1371,-1372,,,,,,,,,
쇼박스,+32742,-32024,+82,+82,,,,,,,+55
슈프리마아이디,-3356,+4556,,,,,,,,,-1200
슈프리마에이치큐,-5281,+5086,,,,,,,,,+10
슈프리마,-10726,+12536,,,,,,,,,-450
슈피겐코리아,-2609,+2570,-61,+212,-20,-124,,,+21,-150,+95
스튜디오드래곤,+6863,-3221,-3969,+316,-5630,+4810,,,-873,-2592,+67
스페코,+14563,-14725,,,,,,,,,+651
시공테크,-7376,+4293,,,,,,,,,+3656
시너지이노베이션,-225118,+232148,-71,-71,,,,,,,-3988
시노펙스,+70743,-75925,+4541,+4541,,,,,,,
시스웍,+126143,-48097,-33843,,,-33843,,,,,-40088
신도기연,+752,-752,,,,,,,,,
신라섬유,+245766,-249714,,,,,,,,,+164
신신제약,-10910,+10824,,,,,,,,,+10
신영스팩6호,,,,,,,,,,,
신일제약,-20556,+22175,+69,+69,,,,,,,-63
신진에스엠,-4753,+10027,,,,,,,,,-5313
신테카바이오,+4157,-1337,-8616,-1,,-8615,,,,,+5512
신한제6호스팩,-9877,,+9877,-2000,,,,,,+11877,
신한제7호스팩,,,,,,,,,,,
신화인터텍,-71498,+72916,,,,,,,,,+180
신흥에스이씨,-750,+2077,+1945,+686,,,,+996,+40,+223,-3250
실리콘웍스,+31285,-8991,-21320,+1055,-7492,-5617,,,-2171,-7095,-323
심텍,+37368,-30549,-8113,-3790,-987,-7641,,,+4245,+60,+2510
심텍홀딩스,+2928,+2801,-5724,-4752,,,,,,-972,
싸이맥스,-10447,+13292,-2844,-162,-2682,,,,,,+876
싸이버원,-2589,+2381,,,,,,,,,
쌍용정보통신,-79577,+79577,,,,,,,,,
쎄니트,-20052,+19710,,,,,,,,,
쎌바이오텍,+6716,+923,-10,-10,,,,,,,-7639
쏠리드,-7144,+6492,+568,+568,,,,,,,+402
씨아이에스,+16333,-22279,+7468,-189,,,,,+8358,-701,-1365
씨앤지하이테크,-9606,+8848,+688,,,,,,,+688,
씨앤투스성진,+72775,+35230,+2144,+2200,,-56,,,,,-110439
씨에스베어링,-19420,-3220,+22490,+8252,-143,-3189,,,+17570,,+300
씨엠에스에듀,+5023,-5013,-81,-81,,,,,,,+90
씨유메디칼,+23433,-20427,,,,,,,,,
씨이랩,+465,-502,-53,-53,,,,,,,
씨젠,+150721,-122958,-23516,-5319,-15,-13160,,,-3561,-1461,-4247
씨케이에이치,-126988,+126973,,,,,,,,,
씨큐브,+1647,-1842,,,,,,,,,+195
씨티케이코스메틱스,+9313,-2016,-7298,-317,,-6672,,,,-309,-29
아나패스,-331,-149,-2147,-2352,,,,,,+205,+2727
아난티,+23928,-26258,+2147,+1745,,,,,+1305,-903,+121
아모그린텍,+9685,-10525,+3,,,+3,,,,,+822
아모텍,+476,-362,+118,+118,,,,,,,-187
아미노로직스,-7176,-5864,+24,+24,,,,,,,+15000
아미코젠,-5753,+544,+3091,+2478,-27,+20,,,+203,+417,+2402
아바코,+10004,-9966,-21,-21,,,,,,,-16
아바텍,+1769,-1871,,,,,,,,,
아비코전자,-23825,+19873,,,,,,,,,+4000
아세아텍,+41569,-41519,,,,,,,,,
아시아경제,-22053,-24474,-2023,-41,,-17,,,,-1965,+48824
아시아종묘,-7468,+6687,,,,,,,,,
아이디스,-842,-508,,,,,,,,,+1350
아이디스홀딩스,+34,-299,+30,+30,,,,,,,+229
아이디피,-1067,+1094,,,,,,,,,
아이센스,-159858,+79829,+75419,+3809,+15490,+10372,,+1094,+37116,+7538,+4412
아이스크림에듀,+5236,-4815,,,,,,,,,-1000
아이쓰리시스템,+657,-203,+4,+4,,,,,,,-458
아이씨디,-17241,+15949,+1279,+1268,,-183,,,,+194,+3
아이앤씨,+8264,-7867,,,,,,,,,-293
아이원스,-97902,+64164,+34422,-9272,-1,+15936,,,+26054,+1705,-664
아이즈비전,+24118,-21596,,,,,,,,,-2766
아이퀘스트,-3452,+3412,,,,,,,,,
아이텍,+56448,-28788,-1325,,,-1325,,,,,-26679
아이크래프트,+99653,-102055,,,,,,,,,+1164
아이티센,-8518,+8673,,,,,,,,,-600
아이티엠반도체,+6989,-6552,-636,+951,,,,,-1469,-118,+204
아주IB투자,+134722,-138802,,,,,,,,,+2701
아즈텍WB,+18432,-24044,,,,,,,,,+2100
아진산업,-22121,+24993,,,,,,,,,-296
아진엑스텍,-4489,+4489,,,,,,,,,
아톤,+690,-515,,,,,,,,,+165
아프리카TV,+63616,-47104,-17046,+317,+1004,+8913,,,-3868,-23412,+509
안국약품,-13960,+13955,,,,,,,,,
안랩,+6735,-8453,+805,+894,-3,,,,+10,-96,+835
안트로젠,+3826,+36608,-16848,-125,-938,-9003,,,+100,-6882,+1408
알로이스,-35396,+41626,,,,,,,,,-1000
알리코제약,-13378,+11438,+2000,+2000,,,,,,,-10
알서포트,+43601,-53229,-1455,+619,,+563,,,+370,-3007,+498
알에스오토메이션,+8442,-8642,,,,,,,,,
알에프텍,-65435,+64130,+224,+224,,,,,,,+1050
알엔투테크놀로지,+2145,-2689,+444,+147,,+297,,,,,
알테오젠,+27367,-22413,-6362,+156,,,,,-6297,-221,+1492
압타머사이언스,-1251,+1184,,,,,,,,,
압타바이오,+17347,-16251,-1506,+17,,,,,,-1523,+400
애니플러스,+89873,-13726,+24431,-1340,,+25714,,,+57,,-100017
액토즈소프트,-4750,+4351,+139,+139,,,,,,,+43
액트,-45272,+62125,,,,,,,,,-17266
액트로,+10214,-5593,-4823,-1500,,-1500,,,,-1823,+200
앤디포스,+239741,+237497,+13639,,,+13605,,,+34,,-498303
앱코,-45980,+34418,+9838,+2619,,+7219,,,,,+1853
앱클론,+1259,+6319,-7769,-864,-2554,-4627,,,,+276,-300
야스,-2031,+2643,,,,,,,,,-100
양지사,+62307,-48992,-13402,-139,,-13263,,,,,-150
어보브반도체,+75935,-74088,-1459,-13,,,,,,-1446,-146
얼라인드,-1704,+1504,,,,,,,,,
에너토크,+157590,-27854,-131884,,,-14261,,,,-117623,-1579
에스넷,+10650,-10770,-10,-10,,,,,,,
에스맥,-1650776,+1627604,+719,+719,,,,,,,+2775
에스씨디,-46580,+32457,+13177,+10749,,,,,,+2428,
에스씨엠생명과학,-2531,-5396,+7251,+40,,+158,,,+7053,,+500
에스앤에스텍,-20902,+10250,+10741,+7736,+234,,,,+3033,-262,+2
에스에너지,+4509,-6024,+815,+815,,,,,,,
에스에스알,-13106,+13342,,,,,,,,,
에스에이엠티,-40871,+22608,+17430,+795,,,,,,+16635,+71
에스에이티,-112197,+69739,,,,,,,,,+47952
에스에프에이,-61962,+40142,+21105,+1958,+6057,+455,,+2355,+10534,-254,+527
에스엠,+23255,-16088,-7094,+17289,-64,-2640,,,-2013,-19666,-226
에스엠코어,-31640,+21040,+12551,+482,,-789,,,+12858,,-1850
에스엔유,-7029,+9873,,,,,,,,,-2300
에스제이그룹,-16209,+953,+15255,+96,-253,+4926,,+4140,,+6346,
에스텍파마,-4045,-69,+4100,,,,,,,+4100,+241
에스텍,+199,-1395,+1185,,+390,,,+14,+781,,
에스티아이,+22465,+1057,-20044,+4,,-20048,,,,,-3500
에스티팜,-176121,+92833,+81289,+4655,+6190,+32038,,+200,+24814,+13392,+3065
에스폴리텍,+8695,-8715,,,,,,,,,
에스퓨얼셀,+1332,-2004,+672,+507,,+165,,,,,
에스피시스템스,+3423,-4616,,,,,,,,,+1193
에스피지,-16782,-79904,+96104,+80307,,+1130,,+3651,+11016,,+100
에이디테크놀로지,+3009,+3338,-3999,+2,,,,,,-4001,-577
에이비엘바이오,-5261,+17318,-11273,-226,+7143,-6029,+10617,,+14949,-37727,-777
에이스침대,+28,-19,-16,-16,,,,,,,
에이에프더블류,+12435,-11620,,,,,,,,,-990
에이치시티,-36620,+38036,-2000,,,,,,,-2000,+632
에이치엘사이언스,-1181,+1063,+8,+20,-1,,,,+20,-31,+100
에이치엠씨제4호스팩,-27,-3,+30,+30,,,,,,,
에이치엠씨제5호스팩,+1995,,-1995,+10,,-2000,,,,-5,
에이텍티앤,-32841,+32493,+155,,,+155,,,,,+147
에이텍,-20063,+18482,,,,,,,,,+1574
에이트원,-36886,+34466,,,,,,,,,+2500
에이팩트,+14713,-12943,,,,,,,,,-2000
에이프로젠 H&G,+4538,-2163,,,,,,,,,-2999
에이프로,-30907,+22157,+8988,-1,,+1847,,,,+7142,+796
에이피티씨,-20458,+20968,+133,,-176,,,-500,,+809,-1014
에코마케팅,+39289,-447,-40704,-1608,-18,-22581,,,-16288,-209,+1381
에코바이오,-5058,+5338,,,,,,,,,-290
에코캡,+10353,-9063,,,,,,,,,
에코프로,-163392,+77563,+83511,+1418,+1765,+12760,,,+56149,+11419,+2313
에코프로비엠,-70185,+15912,+54779,+7944,+1706,+9906,+82,+275,+6896,+27970,-586
에코플라스틱,+83819,+48432,-160767,,,,,,,-160767,+28506
에프앤가이드,-3846,+2868,,,,,,,,,+1000
에프에스티,-1890,+3531,+1328,+1328,,,,,,,-2724
에프엔씨엔터,-831,+331,,,,,,,,,+500
에프엔에스테크,-1216,-9758,+9999,+9999,,,,,,,+875
엑사이엔씨,-44710,+77577,-1741,-1741,,,,,,,-33920
엑셈,+50221,-48614,+1218,,,,,,,+1218,
엑시콘,-9698,+10510,-2844,-2844,,,,,,,+3382
엔바이오니아,+12371,-11937,,,,,,,,,-1050
엔브이에이치코리아,-2762,-13861,,,,,,,,,
엔비티,+54813,-1679,-45721,+3667,,-5303,,-42098,,-1987,-7284
엔시스,-3349,-294,-520,-420,,,,,,-100,+8
엔에스,-318,+148,+126,+126,,,,,,,
엔에이치스팩13호,+131405,-10132,-114644,-106703,,,,,,-7941,-6501
엔에이치스팩16호,-4597,+5475,-3328,,,,,,,-3328,+2000
엔에이치스팩17호,-40,,+40,,,,,,,+40,
엔에이치스팩18호,-13959,,+13959,,,,,,,+13959,
엔에프씨,+2537,-3464,,,,,,,,,
엔젠바이오,+9249,-2772,,,,,,,,,-6223
엔텔스,+3178,-3368,-5,-5,,,,,,,
엔피디,-8732,+7997,,,,,,,,,+735
엔피케이,+3667,-3622,-45,-13,,,,,,-32,
엘비세미콘,-20024,+30456,+37422,+12492,-627,+32265,,,-6271,-437,-47952
엘앤씨바이오,+4545,+2407,-8064,+355,-871,-4956,,,-2483,-109,+1102
엘앤에프,+445019,-371934,-86004,-10913,+345,-9234,,+14,-42171,-24045,+11805
엘엠에스,+115,-115,,,,,,,,,
엘오티베큠,-13093,+24374,-2789,+1,+1887,-5000,,,,+323,-8312
엘이티,-8481,+9191,+292,,,+292,,,,,-1000
엘티씨,+44701,-44532,,,,,,,,,-30
엠게임,+18580,-12724,+427,+427,,,,,,,-6234
엠벤처투자,-17089,+16981,,,,,,,,,
엠브레인,-1607,+1607,,,,,,,,,
엠씨넥스,-4066,+8221,-4209,+233,-498,,,,-1152,-2792,+14
엠아이텍,-11784,+11490,,,,,,,,,+250
엠에스씨,+22410,-23410,,,,,,,,,+1000
엠에스오토텍,-202275,-34097,+157566,+9367,+24925,+15271,,+2202,+19708,+86093,+72060
엠에프엠코리아,+74339,+20221,+1134,,,,,,,+1134,+4250
엠케이전자,-19711,+25091,-1,-1,,,,,,,+178
엠투아이,-6188,+4535,,,,,,,,,+500
엠투엔,+18805,-26882,+11114,,,+11114,,,,,-3280
엠플러스,-4370,+3255,-138,-138,,,,,,,+1020
연우,+4124,+1252,-5560,+442,,-1558,,,-4444,,+4
영림원소프트랩,-984,+1276,,,,,,,,,-513
영우디에스피,-827407,+433629,+412873,-63528,+123414,+354961,,,,-1974,-41815
영풍정밀,-1491,-28001,+36019,,,+16332,,+10111,+9576,,-6527
영화테크,-3078,+2981,,,,,,,,,+100
예선테크,-19201,-880,,,,,,,,,+20000
예스24,-23712,+16445,,,,,,,,,
오공,-17638,+14214,,,,,,,,,+3423
오디텍,-7816,+36969,,,,,,,,,-29509
오로라,+25240,-24571,,,,,,,,,-1229
오로스테크놀로지,+29145,-13865,-3254,+96,-590,+4455,,+5500,-7500,-5215,-12062
오르비텍,+179147,+36836,+2458,+3827,,-510,,,,-859,+14856
오리엔탈정공,+40086,-50619,,,,,,,,,
오리콤,+5251,-5331,,,,,,,,,
오상자이엘,-38003,+39129,,,,,,,,,-565
오성첨단소재,+5185,-3866,+7,+7,,,,,,,-2250
오션브릿지,-29630,+34891,+513,-737,,+651,,,,+599,-5748
오스코텍,-69618,+57272,+11828,-811,+19284,+5776,,-47000,+33148,+1431,+736
오스템임플란트,-8715,+10788,+288,-862,+5573,-379,,-46,-173,-3825,-2095
오스템,+20475,-20886,,,,,,,,,+110
오이솔루션,-2450,+2226,+135,+144,,-96,,,+100,-13,+102
오킨스전자,-20137,+20183,,,,,,,,,+1
오텍,+16540,-16682,+2,+2,,,,,,,
오파스넷,+4937,+2362,,,,,,,,,-6400
오픈베이스,-16363,+15864,,,,,,,,,+200
오하임아이엔티,-10506,+11903,-1397,,,,,,,-1397,
옴니시스템,+127643,-126893,,,,,,,,,
옵트론텍,+58996,-59935,-4040,+5,-191,,,,,-3854,+5299
옵티시스,-6065,+6068,,,,,,,,,+43
옵티팜,+1807,-1807,,,,,,,,,
와이더플래닛,-7842,+2738,+2400,,,,+2400,,,,+2310
와이솔,+16616,+6848,-23434,+243,-21,-105,,,-10130,-13421,
와이아이케이,-7508,+3334,+3498,+1817,,+1681,,,,,+1001
와이어블,+16971,-18391,-15,-15,,,,,,,
와이엔텍,+3694,+1567,-2186,-2500,-1913,+1629,,,+598,,+1198
와이엠씨,-23623,+5593,,,,,,,,,+18030
와이엠티,+15829,-13909,-2550,+120,-87,-2920,,,,+337,+594
와이제이엠게임즈,-27591,+30348,,,,,,,,,+1
와이즈버즈,+7629,-7647,,,,,,,,,
와이지엔터테인먼트,+44518,-27303,-16909,-1144,-12,+2154,,+1000,-18781,-126,-549
와이팜,-6019,+3499,+1956,+430,,+1526,,,,,+157
와토스코리아,-19294,+21409,,,,,,,,,-100
우노앤컴퍼니,-20358,+17249,,,,,,,,,+3109
우리넷,-1934,+1935,+68,+68,,,,,,,
우리바이오,+80158,-87362,,,,,,,,,+6506
우리산업홀딩스,-4313,+4093,,,,,,,,,
우리산업,+27705,-28349,+624,+579,,+45,,,,,
우리손에프앤지,+9208,-30908,+20528,-2,,,,,,+20530,+53
우리이앤엘,-40166,+38964,,,,,,,,,+900
우리조명,-71087,+72839,,,,,,,,,+766
우림기계,+21574,-24583,,,,,,,,,
우수AMS,+35238,-29998,,,,,,,,,-6000
우양,-6985,+6972,,,,,,,,,
우원개발,-46621,+47221,,,,,,,,,
우주일렉트로,+11258,-7204,+7539,+439,,+7000,,,,+100,-11419
원방테크,-4195,+3821,,,,,,,,,+459
원익IPS,-41730,+22846,+17821,+16,+3046,-3627,,+423,+18759,-796,+1300
원익QnC,-171654,+93493,+73344,+6770,+13878,+9145,+5050,-200,+20071,+18630,+5043
원익머트리얼즈,-6619,+9319,-2381,-1527,-35,-2960,,+2421,-170,-110,-247
원익피앤이,+771,-1132,+70,-155,-15,+240,,,,,
원익홀딩스,-174634,+45244,+109947,+4071,-212,+89197,,+14347,+2498,+46,+19920
원일특강,-9046,+7446,+1401,+1141,,,,,,+260,+332
원풍,+805,-863,,,,,,,,,+8
월덱스,-56913,-6295,+63022,,-240,+76348,,,+15067,-28153,+88
웰크론,-22242,+23503,,,,,,,,,
웰크론한텍,+25801,-21831,,,,,,,,,-3879
웹젠,-25305,+14565,+12449,+485,+6166,+3797,+1860,+320,+174,-353,-1711
웹케시,-2266,+5316,-4282,+242,-87,-2692,,,,-1745,+1129
위닉스,+9284,-9413,-36,-6,-3,,,,+100,-127,-13
위더스제약,-5385,+3885,,,,,,,,,+1500
위드텍,+8855,+272,-5867,,,,,-6062,,+195,-1980
위메이드,-426,-1190,+350,+603,-4,-33,,,-77,-139,+1270
위세아이텍,-103,+103,,,,,,,,,
위지윅스튜디오,-7645,+8043,+556,+155,,+401,,,,,-1719
윈스,-7924,+3812,+2505,+2182,,-150,,,,+473,+1408
윈텍,-10163,+10263,,,,,,,,,
윈팩,-126773,+122630,,,,,,,,,+1500
윈하이텍,+13722,-14259,,,,,,,,,
윌링스,+506,-506,,,,,,,,,
유니셈,+63919,-11204,-51166,+10217,+22556,+24464,,,-7415,-100988,-1619
유니온커뮤니티,+14634,-15827,,,,,,,,,+1055
유니테스트,-34931,+37085,-2240,+2741,-6,+19175,,,-5000,-19150,+103
유니크,-7872,-2651,,,,,,,,,+11022
유니테크노,+412,+2588,,,,,,,,,-3000
유니트론텍,-12131,+12030,,,,,,,,,+50
유라테크,-4186,+4185,,,,,,,,,
유바이오로직스,-10418,+840,+8243,+7,+222,+513,,,+4448,+3053,+839
유비벨록스,-2149,+1921,,,,,,,,,+250
유비케어,-950,-1169,+228,+38,-11,,,,,+201,
유비쿼스홀딩스,-610,+1072,-512,-492,-4,,,,+90,-106,
유비쿼스,-1210,+954,+110,-14,,,,,,+124,+12
유성티엔에스,+109466,-101913,,,,,,,,,-12749
유아이엘,+39723,-39312,-271,,,-271,,,,,-114
유안타제5호스팩,+81,,-81,-81,,,,,,,
유안타제7호스팩,,,,,,,,,,,
유안타제8호스팩,-16353,,,,,,,,,,+16353
유에스티,+39988,-40787,,,,,,,,,
유일에너테크,+16061,-365,-10040,-10040,,,,,,,-5900
유진기업,+69847,-34198,-824,-393,,,,,+570,-1001,-37000
유진스팩4호,+3842,+278,-4120,-4120,,,,,,,
유진스팩6호,-3339,,+3339,+3339,,,,,,,
유진테크,+47224,-20104,-27506,+376,-9,+3479,+797,,+3070,-35219,+351
유티아이,-4094,+3849,+245,+245,,,,,,,
율호,-107413,+107619,,,,,,,,,
이건홀딩스,+2783,+1343,,,,,,,,,+1172
이그잭스,-41471,+41271,,,,,,,,,
이글루시큐리티,-7971,+7424,+554,-1000,,,,,,+1554,
이글벳,-29527,+29527,,,,,,,,,
이노메트리,-15066,+15516,-192,-192,,,,,,,
이노와이어리스,-28,+3429,-3544,+63,,-1880,,,,-1727,+100
이녹스첨단소재,+4088,-29700,+24842,+1845,+896,+1601,,,+17233,+3267,+814
이니텍,-4676,+5498,,,,,,,,,
이라이콤,-5526,+5767,-364,,-364,,,,,,
이랜시스,-21499,+20732,,,,,,,,,
이랜텍,-164575,+122561,+81,,+73,+8,,,,,+42536
이루다,-1561,-347,-95,,,-95,,,,,+2000
이루온,+98406,-98449,,,,,,,,,+238
이베스트스팩5호,,,,,,,,,,,
이삭엔지니어링,-21827,-873,-3329,-2000,,,,,,-1329,+19725
이상네트웍스,+5909,-5909,,,,,,,,,
이스트소프트,-6413,-588,,,,,,,,,+7000
이씨에스,-27396,+31043,,,,,,,,,-3745
이엔드디,+6639,-4747,+429,+2174,,+1604,-2645,,,-704,-2868
이엔에프테크놀로지,+75638,-31725,-44143,-599,-647,-19140,,,+61,-23818,+451
이엔코퍼레이션,-6249,+7460,-1216,-1216,,,,,,,
이엘피,-1957,+2123,,,,,,,,,-299
이엠넷,+211,-211,,,,,,,,,
이엠텍,+87434,-92028,+3742,-3723,,-3208,,,+39013,-28340,+199
이오테크닉스,-12852,+105,+12649,+865,+10403,+1060,,,-35,+356,+350
이오플로우,+23157,-10895,-11482,+64,-6169,-4175,,,-1231,+29,-90
이원컴포텍,-6955,+6955,,,,,,,,,
이지바이오,+102495,-107266,+8411,-1,+4952,+3460,,,,,+997
이지케어텍,-3966,+7066,,,,,,,,,-3100
이지홀딩스,+26711,-32784,-134,-6,-21,,,,+510,-617,+3907
이크레더블,+3117,-1353,-16,-16,,,,,,,-848
이퓨쳐,-30134,+27795,+1537,+1262,,,,,,+275,
이화공영,-1055,+957,+791,,,,,,,+791,-643
인바디,-6734,+6233,-281,-1681,,+1400,,,,,+10
인베니아,+17145,-11565,,,,,,,,,
인산가,-4223,+1534,+1428,,,,,,,+1428,+822
인선이엔티,-12132,-3242,+16706,-9,+4520,+5921,,+345,+1768,+4161,-85
인지디스플레,+25449,-19358,-6091,-4993,,,,,,-1098,
인크로스,-4673,+4429,+244,+226,+33,-15,,,,,
인탑스,-36711,+43632,+25358,+4318,+2116,+16557,,,+677,+1690,-32008
인터로조,-1264,+2288,-1107,-1281,-3,,,,,+177,+35
인터파크,+455648,-13220,-448758,+87878,,-302252,,,-159904,-74480,+3000
인텍플러스,-38758,+13812,+24491,+3,,+24217,,,,+271,+60
인텔리안테크,+10125,-11896,+1079,-2612,-3017,+6855,,+309,-1655,+1199,+716
인트론바이오,-16463,+13999,+3177,+75,-12,,,,+3321,-207,-239
인피니트헬스케어,-17749,+12817,+300,,,,,,,+300,
인화정공,-33796,+28026,,,,,,,,,+6158
일신바이오,+47194,-44178,-700,-700,,,,,,,-1965
일지테크,-2311,+3794,,,,,,,,,
일진파워,+49094,-49430,,,,,,,,,-122
자비스,-6498,+6498,,,,,,,,,
자안코스메틱,-70570,+61224,,,,,,,,,+9900
자연과환경,-92748,+92351,-3,-3,,,,,,,
자이글,+1705,-1814,,,,,,,,,
자이언트스텝,-3784,+2665,+600,+600,,,,,,,+50
재영솔루텍,-162558,+162595,,,,,,,,,-37
정산애강,-22869,-6698,,,,,,,,,-820
정상제이엘에스,-4722,+4192,,,,,,,,,+30
정원엔시스,-6638,+8638,,,,,,,,,-2000
제너셈,+14284,-13887,,,,,,,,,
제넥신,-163895,+88526,+69590,+7177,+1200,+15552,,,-2056,+47717,+6247
제노레이,-42719,+48300,-1,-1,,,,,,,-6114
제노코,-642,-753,+1214,-36,,,,,,+1250,+150
제놀루션,-15633,+12180,-200,-200,,,,,,,+4565
제로투세븐,-2965,+187804,-185356,-211128,,+3470,,,,+22302,+780
제룡산업,-8408,+8057,,,,,,,,,+55
제룡전기,-40508,+40409,,,,,,,,,
제우스,+32179,-13514,-16473,+943,,-4711,,,,-12705,-941
제이브이엠,+7263,-3898,-3940,-2920,,-2410,,,+10000,-8610,+392
제이스텍,+927,-927,,,,,,,,,
제이씨케미칼,+228379,-240824,+17294,+432,,+16862,,,,,+2178
제이씨현시스템,+31369,-24330,-8247,,,,,,,-8247,+621
제이앤티씨,-18892,+18555,+126,+168,,,,,+210,-252,+1976
제이엔케이히터,+2187,-599,-1588,-1588,,,,,,,
제이엘케이,+7480,+8825,-19198,-1,,,,,,-19197,+2893
제이엠티,+42079,-42178,,,,,,,,,+99
제이티,+9018,-10675,,,,,,,,,+1950
제일바이오,-93434,+84053,-50,-50,,,,,,,+2680
제일전기공업,+498,-368,,,,,,,,,-76
제일제강,+94705,-126399,,,,,,,,,+29124
제일테크노스,-21400,+20954,+446,,,+446,,,,,
제주반도체,-123471,+121863,,,,,,,,,-750
젠큐릭스,-8789,+9951,-870,,,-870,,,,,+36
젬백스링크,-42621,+40310,,,,,,,,,
조광ILI,-10493,+9754,,,,,,,,,+1000
조아제약,-10612,+11188,,,,,,,,,
조이시티,+23083,-48562,+27992,+4710,,+25870,,,,-2588,-2343
주성엔지니어링,-122186,+109473,+21675,+2354,-13,+6576,,,+60874,-48116,-9053
줌인터넷,+36101,-34841,,,,,,,,,-120
중앙백신,-320,+544,,,,,,,,,-254
중앙에너비스,+775,-1380,,,,,,,,,+774
지노믹트리,-651,+4158,+133,+10,,,,,,+123,-3787
지놈앤컴퍼니,-397,-2172,+2558,,+853,,,,+1732,-27,+41
지니뮤직,-78467,+78286,+231,+102,+129,,,,,,
지니언스,-3429,+3451,,,,,,,,,
지니틱스,-31509,+26887,,,,,,,,,+10999
지란지교시큐리티,-531,-20,,,,,,,,,+1059
지어소프트,+19316,-5011,-6116,+3000,-22,+104,,,-4407,-4791,-8199
지에스이,+11307,-11307,,,,,,,,,
지엔씨에너지,+100844,-627,-100508,+726,,,,,-101234,,+180
지엔원에너지,+48212,-46465,+1253,+1253,,,,,,,-3000
진로발효,+30,-20,-10,-10,,,,,,,
진매트릭스,-4553,+4532,-6,-6,,,,,,,+161
진성티이씨,-93603,-5930,+102122,+814,-371,+116669,,-299,-6332,-8359,-2928
진양제약,-9046,+8825,,,,,,,,,
차바이오텍,+8586,-10417,-31,+386,-17,,,,-116,-284,+10
참좋은여행,-3502,+3268,-27,,-15,-12,,,,,+50
창해에탄올,-10052,+10465,-133,-133,,,,,,,-316
천보,-31774,+1634,+29553,-24,+324,+2608,,,+12454,+14191,+573
청담러닝,-157277,+79469,+58218,-2043,,+34126,,+4587,+22102,-554,+20079
청보산업,-10206,+5812,,,,,,,,,+753
칩스앤미디어,-19832,+13380,+20,+20,,,,,,,+6784
카스,+181154,-180724,,,,,,,,,+1000
카카오게임즈,-171102,+153270,+18916,+11461,,,,,+9489,-2034,-909
카페24,-638,+2139,-1776,+533,,+158,,,+180,-2647,+132
캠시스,+23804,+18950,-43165,-43165,,,,,,,
컴투스,+15221,-18665,+2142,+4,+1934,-313,,-161,-102,+780,+1307
컴퍼니케이,-25118,+27426,-2244,,,,,,,-2244,-100
케어랩스,+47361,-12004,-30572,,,,,,-28974,-1598,-5361
케어젠,-517,+231,-14,+296,-1,-200,,,-86,-23,+301
케이비17호스팩,-281,+241,+40,+40,,,,,,,
케이비제18호스팩,+77,-97,+20,+20,,,,,,,
케이비제20호스팩,-10008,,+10008,+10008,,,,,,,
케이사인,+38963,-50668,,,,,,,,,+9000
케이씨에스,+16177,-14939,-817,-817,,,,,,,-250
케이씨티,+11479,-11129,,,,,,,,,
케이아이엔엑스,+1360,-3643,+2002,+2050,,-48,,,,,+11
케이엔더블유,-2092,+2092,,,,,,,,,
케이엠,-28089,+25055,,,,,,,,,+2350
케이엘넷,+39533,-38833,,,,,,,,,
케이엠더블유,-5365,+5883,+322,+859,,,,,-127,-410,-898
케이엠제약,-38251,+41309,,,,,,,,,-3273
케이피에스,-2416,+4066,,,,,,,,,-1923
케이피에프,-14964,+14580,+384,+384,,,,,,,
케이프,-261,+18240,-4407,-3627,,,,,,-780,-17150
켄코아에어로스페이스,+25813,-12149,-16553,-14700,,,,,,-1853,+2095
켐온,-112197,+110788,,,,,,,,,+171
켐트로닉스,-9338,+7854,+2,+2,,,,,,,+1750
켐트로스,+142659,-159748,+916,+262,,,,,,+654,+14300
코데즈컴바인,-6560,+11906,,,,,,,,,-5950
코리아나,-14162,+14939,-376,-376,,,,,,,-401
코리아센터,+63260,-32041,-12056,+505,,+617,,,+340,-13518,-19178
코리아에프티,+123529,-143880,+6879,+5659,,,,,,+1220,+11419
코맥스,+15661,-14858,-55,-55,,,,,,,-264
코메론,+2885,-2081,,,,,,,,,-804
코미코,+18473,-19653,+613,+568,-8,-2093,,,-1192,+3338,+501
코미팜,-161467,+143643,+18152,+396,-18,,,,-232,+18006,+629
코세스,+8548,-10035,,,,,,,,,+3000
코스메카코리아,-6312,+5397,+771,+873,,-102,,,,,
코아스템,-7169,+7168,+1,+1,,,,,,,
코아시아,-1483,+7374,-5394,+524,-483,-5435,,,,,+2
코엔텍,+9598,-16807,-5214,+1295,,+10,,,-6190,-329,+12755
코웰패션,-56595,+59963,-4904,-7141,-11,+2321,,,+340,-413,+1340
코위버,+3005,-2470,+73,+73,,,,,,,-200
코윈테크,-10517,+7363,+2359,+391,,,,+1968,,,+1200
코콤,-14490,+14540,,,,,,,,,
