종목명,개인,외국인,기관계,기관,,,,,,,기타법인
,,,,금융투자,보험,투신,은행,기타금융,연기금등,사모펀드,
TIGER 국채선물10년인버스,-315,,+315,+315,,,,,,,
TIGER 국채선물3년인버스,+2,,-2,-2,,,,,,,
TIGER 글로벌클라우드컴퓨팅INDXX,+1005,-3311,+2306,+2278,,,+28,,,,
TIGER 금속선물(H),+3434,,-3434,-3434,,,,,,,
TIGER 레버리지,-7949,+10397,-1233,-1233,,,,,,,-1215
TIGER 미국S&P500레버리지(합성 H),+5824,,-5943,-5760,,-183,,,,,+75
TIGER 미국달러선물레버리지,-351,,+351,+351,,,,,,,
TIGER 미국달러선물인버스2X,+14,,-14,-14,,,,,,,
TIGER 미국테크TOP10 INDXX,+578428,,-573731,-542585,,-50000,+18854,,,,-8128
TIGER 미국필라델피아반도체나스닥,+584318,-121319,-467868,-533237,+31710,-50000,+83659,,,,+2750
TIGER 원유선물인버스(H),-13,,+1013,+1013,,,,,,,-1000
TIGER 유로스탁스레버리지(합성 H),-1227,,+1537,+2285,,-748,,,,,-10
TIGER 은행,-27184,,+26984,+40534,,,-13550,,,,
TIGER 이머징마켓MSCI레버리지(합성 H),+88,,-88,-88,,,,,,,
TIGER 인도니프티50레버리지(합성),-5770,,+5770,+5770,,,,,,,
TIGER 일본TOPIX헬스케어(합성),-56,,+56,+56,,,,,,,
TIGER 중소형가치,+64,,-64,-64,,,,,,,
TIGER 지주회사,+358,,-358,-358,,,,,,,
TIGER 차이나CSI300레버리지(합성),-13402,+10056,+3475,+3742,,-267,,,,,-44
TIGER 차이나바이오테크SOLACTIVE,-19955,+17180,+1354,-734,,,+2088,,,,+1591
TIGER 차이나항셍테크,-82519,+10231,+72447,+72911,,,-464,,,,
TIGER 코스닥150 레버리지,-4349,-774,+5123,+5123,,,,,,,
TIGER 탄소효율그린뉴딜,-7509,,+7509,+7509,,,,,,,
TREX 200,+8,,-8,-158,,+150,,,,,
TREX 펀더멘탈 200,+4,,-4,-5,,+1,,,,,
TRUE FTSE100 ETN,+1594,,-1572,-1572,,,,,,,-22
TRUE S&P500 선물 ETN,+2,,-2,-2,,,,,,,
TRUE S&P500 양매도 4% OTM ETN(H),,,,,,,,,,,
TRUE 나스닥 100 ETN,+12,,-12,-12,,,,,,,
TRUE 레버리지 HSCEI ETN(H),-1,,+1,+1,,,,,,,
TRUE 레버리지 S&P500 선물 ETN(H),+7368,,-7568,-7568,,,,,,,+200
TRUE 레버리지 나스닥 100 ETN,+9715,,-9915,-9915,,,,,,,+200
TRUE 레버리지 엔선물 ETN B,-815,,+815,+815,,,,,,,
TRUE 레버리지 유로스탁스50 ETN(H) B,-40,,+40,+40,,,,,,,
TRUE 레버리지 천연가스 선물 ETN(H),-45983,,+45983,+45983,,,,,,,
TRUE 엔선물 ETN B,,,,,,,,,,,
TRUE 유로선물 ETN B,-7,,+7,+7,,,,,,,
TRUE 유로스탁스50 양매도 5% OTM ETN(H),,,,,,,,,,,
TRUE 인버스 2X HSCEI ETN(H),+894,,-894,-894,,,,,,,
TRUE 인버스 2X S&P500 선물 ETN(H),-2061,,+2061,+2061,,,,,,,
TRUE 인버스 2X 나스닥 100 ETN,-223812,-30,+223842,+223842,,,,,,,
TRUE 인버스 2X 유로스탁스50 ETN(H),-426,,+426,+426,,,,,,,
TRUE 인버스 2X 천연가스 선물 ETN(H),+4941,,-4941,-4941,,,,,,,
TRUE 인버스 HSCEI ETN(H) B,+17,,-17,-17,,,,,,,
TRUE 인버스 나스닥 100 ETN,+1276,,-1276,-1276,,,,,,,
TRUE 인버스 엔선물 ETN B,,,,,,,,,,,
TRUE 인버스 유로선물 ETN B,,,,,,,,,,,
TRUE 인버스 유로스탁스50 ETN(H) B,+61,,-61,-61,,,,,,,
TRUE 인버스 플래티넘 선물 ETN,+2,,-2,-2,,,,,,,
TRUE 코스피 양매도 5% OTM ETN,+225,,-225,-225,,,,,,,
TRUE 코스피 양매도 ATM ETN,,,,,,,,,,,
TRUE 코스피 양매도 3% OTM ETN,,,,,,,,,,,
TRUE 코스피 커버드콜 ETN B,,,,,,,,,,,
TRUE 코스피 커버드풋 ETN B,+12,,-12,-12,,,,,,,
TRUE 플래티넘 선물 ETN,+159,,-159,-159,,,,,,,
WISCOM,+19152,-3570,-15655,-14344,,-1311,,,,,+1
갤럭시아에스엠,+3288,-3970,+4,+4,,,,,,,
계양전기우,,,,,,,,,,,
국보,-175341,+151110,+6,+6,,,,,,,+24000
금강공업우,+79,+1,,,,,,,,,
금호건설우,-42,,,,,,,,,,
금호석유우,+2758,-2579,+203,+160,,-1009,,,+715,+337,-437
금호전기,-32508,+29851,+10,+10,,,,,,,+2732
금호타이어,-77288,+31181,+46018,+49198,-145,-23,,,-3012,,+89
까뮤이앤씨,+122700,-123256,+10,+10,,,,,,,+301
깨끗한나라,-41695,+48770,+13,+19,-6,,,,,,+464
깨끗한나라우,,,,,,,,,,,
남선알미우,,,,,,,,,,,
남양유업우,,,,,,,,,,,
넥센우,,,,,,,,,,,
넥센타이어1우B,+3057,,-3057,,,,,,,-3057,
넥스트사이언스,-59097,+65349,+866,+1,+15,+487,,+350,,+13,-279
노루페인트우,+97,-960,,,,,,,,,+119
노루홀딩스우,+153,,-100,-100,,,,,,,
대구백화점,-2747,+2733,+14,+14,,,,,,,
대덕1우,+66,,,,,,,,,,
대덕전자1우,-11577,+9177,,,,,,,,,+1386
대림통상,-1007,+989,+3,+3,,,,,,,
대상우,-1651,+1651,,,,,,,,,
대상홀딩스우,-4660,+4260,,,,,,,,,
대성산업,+2001,-6002,+4081,+3357,-7,,,,,+731,-80
대성홀딩스,-3263,+3547,+125,+127,-2,,,,,,
대신 2X 니켈선물 ETN(H),-16446,,+17278,+17278,,,,,,,
대신 2X 아연선물 ETN(H),+11,,-11,-11,,,,,,,
대신 WTI원유 선물 ETN(H),-627,,+627,+627,,,,,,,
대신 골드 커버드콜 타겟 5%인컴 ETN(H),+9,,-9,-9,,,,,,,
대신 니켈선물 ETN(H),-300,,+293,+293,,,,,,,+7
대신 밀 선물 ETN(H),+9,,-9,-9,,,,,,,
대신 아연선물 ETN(H),+125,,-125,-125,,,,,,,
대신 알루미늄 선물 ETN(H),+3,,-3,-3,,,,,,,
대신 인버스 2X 니켈선물 ETN(H),+425,,-425,-425,,,,,,,
대신 인버스 니켈선물 ETN(H),+116,,-116,-116,,,,,,,
대신 인버스 아연선물 ETN(H),+387,,-387,-387,,,,,,,
대신 인버스 철광석 선물 ETN(H),+29207,,-29207,-29207,,,,,,,
대신 철광석 선물 ETN(H),-1,,+1,+1,,,,,,,
대원전선우,+7190,,,,,,,,,,
대원전선,-2797,-2975,+4,+4,,,,,,,+5000
대유플러스,+486729,-505356,+4,+4,,,,,,,+5000
대한방직,+3887,-958,-2929,+17,,,,,-2946,,
대한전선,+149579,-103433,-42919,+603,-16,,,,-43506,,-7151
대한제당우,+111,-1145,,,,,,,,,
대호에이엘,+23367,-21393,-3474,+8,,,,-3482,,,+1500
덕성우,+510,-815,,,,,,,,,
덕성,+5901,-5235,+9,+9,,,,,,,+270
덕양산업,+52504,-47514,+10,+10,,,,,,,
동방,-67196,+74755,+20,+20,,,,,,,-8057
동부건설우,,,,,,,,,,,
동양2우B,-30,,,,,,,,,,
동양3우B,,,,,,,,,,,
동양우,,,,,,,,,,,
동원금속,-9043,+3586,+7,+7,,,,,,,+5373
동원시스템즈우,,,,,,,,,,,
디아이씨,-25705,-104072,-12203,-10736,,-1467,,,,,-7973
마니커,-147736,+152534,+22,+47,-25,,,,,,+500
마이다스 200커버드콜5%OTM,+5,,-5,-5,,,,,,,
마이티 200커버드콜ATM레버리지,+2,,-2,-2,,,,,,,
마이티 코스피100,+150,,-150,-150,,,,,,,
메타랩스,-9750,-15311,+10,+10,,,,,,,+25000
명문제약,-29079,+40879,-11587,+13,-4,,,,-11596,,
명신산업,+49157,-35998,-14602,+5,-8,-13517,,,-402,-680,-539
모두투어리츠,-4838,+3532,+1241,+1241,,,,,,,
미래산업,,,,,,,,,,,
미래아이앤지,-57264,+62316,+21,+21,,,,,,,+22000
미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,-64,,+64,+64,,,,,,,
미래에셋 Q150 Core5 ETN,-44,,+44,+44,,,,,,,
미래에셋 글로벌 리츠 ETN(H),+10,,-10,-10,,,,,,,
미래에셋 레버리지 S&P500 ETN(H),+1,,-1,-1,,,,,,,
미래에셋 레버리지 원유선물혼합 ETN(H),-58566,,+59066,+59066,,,,,,,-500
미래에셋 미국 리츠 ETN(H),+1,,-1,-120001,,+120000,,,,,
미래에셋 미국 항공우주 ETN(H),-166,,+166,+166,,,,,,,
미래에셋 미디어엔터 Core5 ETN,,,,,,,,,,,
미래에셋 에너지화학 Core5 ETN,,,,,,,,,,,
미래에셋 원유선물혼합 ETN(H),-622,,+622,+622,,,,,,,
미래에셋 원자재 선물 ETN(H),-507,,+507,+507,,,,,,,
미래에셋 인버스 S&P500 ETN(H),,,,,,,,,,,
미래에셋 인버스 미디어엔터 Core5 ETN,-24,,+24,+24,,,,,,,
미래에셋 인버스 에너지화학 Core5 ETN,-1,,+1,+1,,,,,,,
미래에셋 인버스 원유선물혼합 ETN(H),+21,,-21,-21,,,,,,,
미래에셋 인버스 전기전자 Core5 ETN,+9147,,-9147,-9147,,,,,,,
미래에셋 전기전자 Core5 ETN,+10,,-10,-10,,,,,,,
미래에셋 중국 심천 100 ETN,-296,,+296,+296,,,,,,,
미래에셋 코스피 양매도 5% OTM ETN,,,,,,,,,,,
미창석유,+384,-355,-29,+3,,,-32,,,,
바다로19호,-3,,+2,+2,,,,,,,
보해양조,+596262,-674667,-3,+12,-15,,,,,,+50194
부국증권우,,,,,,,,,,,
부국증권,+44,-50,+6,-407,,,+413,,,,
부산주공,+51972,-54977,,,,,,,,,
비비안,+16885,+4063,+4,+4,,,,,,,-20721
비케이탑스,+54470,-52765,,,,,,,,,-1705
삼성 Alerian 에너지인프라 MLP ETN,+21,,-21,-21,,,,,,,
삼성 China A50 선물 ETN(H),,,,,,,,,,,
삼성 Cushing 에너지인프라 MLP ETN,+4,,-4,-4,,,,,,,
삼성 HSCEI ETN(H),,,,,,,,,,,
삼성 KRX 금현물 ETN,,,,,,,,,,,
삼성 KTOP30 ETN,-204,,+204,+204,,,,,,,
삼성 S&P500 VIX S/T 선물 ETN(H) C,-1579,,+1129,+1129,,,,,,,
삼성 레버리지 China A50 선물 ETN(H),-1135,,+1135,+1135,,,,,,,
삼성 레버리지 HSCEI ETN(H),,,,,,,,,,,
삼성 레버리지 WTI원유 선물 ETN,-1305709,-5400,+1209607,+1209607,,,,,,,+172982
삼성 레버리지 구리 선물 ETN(H),+8452,,-8526,-8526,,,,,,,
삼성 레버리지 금 선물 ETN(H),+1729,,-1729,-1729,,,,,,,
삼성 레버리지 나스닥 100 ETN(H),+7779,,-7781,-7781,,,,,,,
삼성 레버리지 은 선물 ETN(H),+9852,,-9870,-9870,,,,,,,
삼성 레버리지 천연가스 선물 ETN B,-15137,,+15137,+15137,,,,,,,
삼성 미국 대형 가치주 ETN,-1510,,+1510,+1504,,,+6,,,,
삼성 미국 대형 가치주 ETN(H),-1153,,+1153,+825,,,+328,,,,
삼성 미국 대형 성장주 ETN,+6,,-6,-59,,,+53,,,,
삼성 미국 대형 성장주 ETN(H),,,,,,,,,,,
삼성 인버스 2X HSCEI ETN(H),,,,,,,,,,,
삼성 인버스 2X WTI원유 선물 ETN,+117379,,-152218,-152218,,,,,,,+34539
삼성 인버스 2X 구리 선물 ETN(H),+79447,,-79447,-79447,,,,,,,
삼성 인버스 2X 금 선물 ETN(H),-311,,-1689,-1689,,,,,,,+2000
삼성 인버스 2X 나스닥 100 ETN(H),-4409,,+4409,+4409,,,,,,,
삼성 인버스 2X 은 선물 ETN(H),-19297,,+19297,+19297,,,,,,,
삼성 인버스 2X 천연가스 선물 ETN B,+12680,,-12680,-12680,,,,,,,
삼성 인버스 China A50 선물 ETN(H),-51,,+51,+51,,,,,,,
삼성 인버스 HSCEI ETN(H),+20,,-20,-20,,,,,,,
삼성 코스피 양매도 5% OTM ETN,,,,,,,,,,,
삼성 코스피 풋매도 4% OTM ETN,+1005,,-1005,-1005,,,,,,,
삼성 코스피 풋매도 ETN,,,,,,,,,,,
삼성 화장품 테마주 ETN,-14,,+147,+147,,,,,,,-133
삼성제약,+22689,-21475,+13,+23,-10,,,,,,-290
삼양사우,+40,-40,,,,,,,,,
삼양홀딩스우,+8,,+7,,,,,,,+7,
삼영화학,-37906,+37850,+55,+55,,,,,,,
삼정펄프,-90,,+2,+2,,,,,,,+88
삼화왕관,,,,,,,,,,,
삼화전자,+2502,-2503,+1,+1,,,,,,,
상상인증권,-59012,+53916,+12,+12,,,,,,,+200
서울식품우,+16,-16,,,,,,,,,
서연,-1705,+3656,-2616,+1,,,,,-2617,,+600
서울식품,-161532,+123007,+482,+482,,,,,,,+64077
성문전자우,-5,,,,,,,,,,
성보화학,-5831,+15123,-9462,-9462,,,,,,,
성신양회우,+30,,,,,,,,,,
성창기업지주,-49381,+58563,+22,+22,,,,,,,-8842
세방우,+40,,,,,,,,,,
세아홀딩스,-596,+622,-16,+4,,+32,,-4,,-48,-18
세원정공,,,,,,,,,,,
세진중공업,-9839,+9774,+60807,+1097,+31252,+28458,,,,,-60750
세화아이엠씨,+86625,-81727,+1,+1,,,,,,,+2000
신송홀딩스,-2183,+2181,+2,+2,,,,,,,
신원우,,,,,,,,,,,
신풍제약우,-2423,+2369,,,,,,,,,+10
신한 FnGuide 5G 테마주 ETN,-517,,+517,+517,,,,,,,
신한 K200 USD 선물 바이셀 ETN,+84,,-84,-84,,,,,,,
신한 S&P500 VIX S/T 선물 ETN C,-37745,,+37808,+37808,,,,,,,
신한 USD K200 선물 바이셀 ETN,+124,,-124,-124,,,,,,,
신한 WTI원유 선물 ETN(H),-6064,,+6108,+6108,,,,,,,-44
신한 구리 선물 ETN(H),+29,,-29,-29,,,,,,,
신한 금 선물 ETN(H),-315,,+315,+315,,,,,,,
신한 다우존스지수 선물 ETN(H),-8,,+19,+19,,,,,,,-11
신한 달러인덱스 선물 ETN(H),,,,,,,,,,,
신한 레버리지 Russell 2000 ETN,+588,,-588,-588,,,,,,,
신한 레버리지 S&P500 선물 ETN,+938,,-938,-938,,,,,,,
신한 레버리지 WTI원유 선물 ETN(H),-969802,-8300,+706122,+706122,,,,,,,+272287
신한 레버리지 구리 선물 ETN,+1011,,-986,-986,,,,,,,-25
신한 레버리지 금 선물 ETN,+2592,,-2492,-2492,,,,,,,
신한 레버리지 다우존스지수 선물 ETN(H),+642,,-638,-638,,,,,,,-5
신한 레버리지 미국달러 선물 ETN,-6,,+6,+6,,,,,,,
신한 레버리지 은 선물 ETN(H),+26708,,-27198,-27198,,,,,,,+100
신한 레버리지 천연가스 선물 ETN,-57868,,+57802,+57802,,,,,,,
신한 브렌트원유 선물 ETN(H),-1150,,+1150,+1150,,,,,,,
신한 옥수수 선물 ETN(H),-718,,+718,+718,,,,,,,
신한 은 선물 ETN(H),+136,,-136,-136,,,,,,,
신한 인버스 2X Russell 2000 ETN,+1584,,-1584,-1584,,,,,,,
신한 인버스 2X S&P500 선물 ETN,+395,,-395,-395,,,,,,,
신한 인버스 2X WTI원유 선물 ETN(H),+67225,,-54864,-54864,,,,,,,-12361
신한 인버스 2X 구리 선물 ETN,+37350,,-37350,-37350,,,,,,,
신한 인버스 2X 금 선물 ETN,-2568,,+2568,+2568,,,,,,,
신한 인버스 2X 다우존스지수 선물 ETN(H),-16886,,+16886,+16886,,,,,,,
신한 인버스 2X 미국달러 선물 ETN,,,,,,,,,,,
신한 인버스 2X 은 선물 ETN(H),-108928,,+109308,+109308,,,,,,,
신한 인버스 2X 천연가스 선물 ETN(H),+91282,,-91377,-91377,,,,,,,
신한 인버스 2X 천연가스 선물 ETN,+30105,,-30126,-30126,,,,,,,
신한 인버스 Russell 2000 ETN,+346,,-346,-346,,,,,,,
신한 인버스 WTI원유 선물 ETN(H),+1595,,-1595,-1595,,,,,,,
신한 인버스 구리 선물 ETN(H),+3026,,-3026,-3026,,,,,,,
신한 인버스 금 선물 ETN(H),-981,,+981,+981,,,,,,,
신한 인버스 다우존스지수 선물 ETN(H),-7,,+7,+7,,,,,,,
신한 인버스 달러인덱스 선물 ETN(H),,,,,,,,,,,
신한 인버스 브렌트원유 선물 ETN(H),+118,,-118,-118,,,,,,,
신한 인버스 옥수수 선물 ETN(H),+8516,,-8516,-8516,,,,,,,
신한 인버스 은 선물 ETN(H),-125,,+125,+125,,,,,,,
신한 인버스 천연가스 선물 ETN(H),+22823,,-67823,-67823,,,,,,,+45000
신한 인버스 콩 선물 ETN(H),+2052,,-5052,-5052,,,,,,,
신한 천연가스 선물 ETN(H),-67676,,+67676,+67676,,,,,,,
신한 코스피 월별 양매도 5% 콜 2206-1 ETN,,,,,,,,,,,
신한 코스피 월별 양매도 3% 콜 2206-1 ETN,,,,,,,,,,,
신한 코스피 월별 양매도 5% OTM ETN,,,,,,,,,,,
신한 코스피 월별 양매도 3% OTM ETN,,,,,,,,,,,
신한 코스피 콘도르 4/10% ETN,,,,,,,,,,,
신한 코스피 콘도르 4/10% 콜 2204-01 ETN,,,,,,,,,,,
신한 코스피 콘도르 6/10% ETN,,,,,,,,,,,
신한 코스피 콘도르 6/10% 콜 2204-01 ETN,,,,,,,,,,,
신한 콩 선물 ETN(H),-3,,+3,+3,,,,,,,
신화실업,-7660,+7718,,,,,,,,,
씨아이테크,+21643,+19472,-1859,+689,,-2548,,,,,
아남전자,-65685,+68391,+55,+28,+27,,,,,,
아센디오,,,,,,,,,,,
알루코,-70578,+63977,+5022,+23,-7,,,,+5006,,+111
에쓰씨엔지니어링,+338684,-290455,+5,+5,,,,,,,-48147
에이블씨엔씨,+596,-269,-177,-174,-3,,,,,,
에이엔피,-29392,+23506,+1,+1,,,,,,,+4000
엔케이,-2775,-2789,+17,+17,,,,,,,+2263
엘브이엠씨홀딩스,-20905,+24040,,,,,,,,,
오리엔트바이오,-73625,+86900,+30,+30,,,,,,,-10000
우성사료,+1742,+74,-2002,-2002,,,,,,,
우진플라임,+38279,-38423,+4,+4,,,,,,,
우진,-28952,+11570,+6,+6,,,,,,,+14937
웅진,-113455,+109646,+8,+8,,,,,,,-4154
웅진씽크빅,+113370,-109188,-3,+17,-20,,,,,,-5788
원림,-1,+602,-1,-1,,,,,,,-600
웰바이오텍,+16532,-39867,+2,+2,,,,,,,+20000
윌비스,+8207,-1126,-5581,+11,,,,,,-5592,
유니온,+33287,-32973,+6,+6,,,,,,,
유유제약1우,-9327,,,,,,,,,,+9878
유유제약,+64301,-10670,-36892,-36892,,,,,,,-24978
유유제약2우B,+83,-15,,,,,,,,,
유화증권우,,,,,,,,,,,
이구산업,+34825,-35491,+10,+10,,,,,,,-4234
이수페타시스,-293130,+178754,+115406,-19951,-5,,,,+135362,,-1948
이스타코,-395497,+426360,-8531,-7055,,,,,+72,-1548,-27308
이아이디,-3259722,+2682854,-104613,+164,,,,,-104777,,-150080
이엔플러스,+82231,-35574,+9,+16,-7,,,,,,-46769
이화산업,-2196,+193,+1,+1,,,,,,,+2002
인디에프,-3928,+3900,+8,+8,,,,,,,
인스코비,-35786,+41491,-18597,+24,-16,,,,-18605,,+15994
인터지스,+15003,-19058,+4976,+4100,,,,,,+876,
일성건설,-19290,+24001,-1,-1,,,,,,,-26694
일양약품,+63225,-63666,+652,+1869,-1385,+45,,,+10,+113,-828
일양약품우,-101,,,,,,,,,,+100
일정실업,,,,,,,,,,,
일진디스플,+10402,-77859,+68711,+2778,+30932,+23450,,,,+11551,-1365
전방,+150,+710,,,,,,,,,-860
제이준코스메틱,+26015,-33852,+8,+8,,,,,,,+9000
조일알미늄,+1725605,-305378,-1428562,+12,,-952380,,,,-476194,+7049
종근당바이오,-14556,+16549,+4014,+5420,,-3093,,,+1687,,-108
진양산업,-23793,+31252,-4826,-2350,,-923,,,,-1553,+132
진에어,-23942,+10871,+12955,+1689,+1605,,,,+5933,+3728,
진흥기업2우B,-10,,,,,,,,,,
진흥기업우B,,,,,,,,,,,
체시스,-10041,+10020,+6,+6,,,,,,,
카프로,-174064,+165270,-28144,+35,-61600,+33421,,,,,+34843
컨버즈,,,,,,,,,,,
케이비아이동국실업,+30248,-30251,+3,+3,,,,,,,
케이탑리츠,-596,-5272,+2755,+2755,,,,,,,+4700
코리아써우,+465,+294,-759,,,,,,,-759,
코리아써키트2우B,,,,,,,,,,,
코오롱글로벌우,,,,,,,,,,,
코오롱머티리얼,-184055,+145431,+19246,+7,,,,,+19239,,+17060
코오롱우,-508,+318,-100,-100,,,,,,,+200
큐로,+107644,+182425,-251561,-51533,-28,,-200000,,,,+11
크라운제과우,+388,+193,,,,,,,,,
크라운해태홀딩스우,+39,+238,,,,,,,,,
태양금속우,+185,-35,,,,,,,,,
태양금속,-69949,+72257,-2358,+879,,-3237,,,,,
태영건설우,-2003,+2003,,,,,,,,,
토니모리,+728,-719,-139,-139,,,,,,,
티와이홀딩스우,-557,+565,,,,,,,,,
티웨이항공,-5893,+6659,-82,-78,-4,,,,,,
티웨이홀딩스,+58593,-14733,-43860,-43860,,,,,,,
파워 고배당저변동성,+7,,-7,+642,-599,-50,,,,,
파워 중기국고채,+2,,-2,-2,,,,,,,
파워 코스피100,+2,,-2,+46,,-48,,,,,
퍼시스,+11693,-9692,-1356,-1019,,,,,-3,-334,-721
페이퍼코리아,-46008,+45887,+13,+13,,,,,,,
평화산업,-10371,+10361,+10,+10,,,,,,,
평화홀딩스,+2906,-2561,+2,+2,,,,,,,-207
포스코강판,-21112,-3770,+19931,-652,,-1052,,,+20672,+963,+2318
프레스티지바이오파마,+17588,-56947,-17035,-2020,,-14815,,,,-200,+54066
하나 KRX BBIG K-뉴딜 ETN,+4,,-4,-4,,,,,,,
하나 KRX300 ETN,,,,,,,,,,,
하나 코스피 변동성추세 추종 양매도 ETN,,,,,,,,,,,
하이골드12호,+4993,,-3,-3,,,,,,,-5000
하이골드3호,,,,,,,,,,,
하이트론,+12112,-3958,,,,,,,,,-8570
하이트진로2우B,+748,,-748,,,,,,,-748,
하이트진로홀딩스우,+64,,,,,,,,,,
한국석유,-428,-44,-279,+36,,,,,-315,,+904
한국종합기술,+5360,-2900,+22,+22,,,,,,,-2496
한국주강,-22237,+21661,+3,+3,,,,,,,
한국특수형강,-289116,+322383,+324,+324,,,,,,,-38244
한라,-28780,+27646,+11,+11,,,,,,,+1203
한성기업,+3528,-459,+2,+2,,,,,,,-3177
한세엠케이,-7583,+5216,+2367,+2367,,,,,,,
한양증권우,,,,,,,,,,,
한일홀딩스,+12900,+4351,+6686,+24,-3,+7534,,,-869,,-23946
한전기술,+95639,-2165,-109933,+2306,-33988,-46116,,,+6840,-38975,+16186
한진,+19467,-16178,+1330,+1919,-12,-577,,,,,-4644
한진중공업,+9469,-9617,+81,+81,,,,,,,+67
한진중공업홀딩스,-14200,+15392,-2,-2,,,,,,,-1190
한진칼우,+307,-321,,,,,,,,,
한창,-100357,+97979,+18,+18,,,,,,,+2350
한화우,+100,,,,,,,,,,
한화투자증권우,-4313,+2301,,,,,,,,,+79
한화투자증권,+1873975,-1931210,+34245,-13978,+93,-8303,,,+107540,-51107,+2927
현대건설우,-76,+45,,,,,,,,,+5
현대비앤지스틸,+33951,-40342,+1001,-1070,,+1347,+1087,,,-363,-203
현대비앤지스틸우,+176,,,,,,,,,,
형지엘리트,-1418,+1634,+19,+19,,,,,,,
화인베스틸,-118016,+116960,+7,+7,,,,,,,+100
흥국화재2우B,-80,,+70,+70,,,,,,,
흥국화재우,,,,,,,,,,,
BGF,-12036,+13744,-3095,-3279,-11,,-5,,,+200,+1400
BGF리테일,+8092,-4147,-4266,+36,-2163,-1372,,+150,-837,-80,+307
CJ CGV,-19074,-19971,+36432,+40633,-725,+141,,,-2237,-1380,+2228
CJ씨푸드,+33037,-33134,+5,+11,-6,,,,,,
DB손해보험,-136647,+58541,+78651,+7075,+12214,+12226,,-220,+42953,+4403,-59
DSR,-134063,+36180,+102651,+2751,,+99900,,,,,-3661
DRB동일,+1919,-2237,+2,+2,,,,,,,+300
DB,-247588,+246925,-17,+10,-27,,,,,,-101
DSR제강,-88667,+90262,+28,+28,,,,,,,-441
F&F,-18011,-8827,+23877,+2031,+2482,+1560,,+428,+5020,+12356,+2698
GKL,+84164,-24235,-60183,+4332,-158,-1043,,-1600,-61714,,+240
GS글로벌,-96006,+81207,-25,+16,-41,,,,,,+15497
GS리테일,+75899,-45971,-29985,-849,-4057,+155,,-783,-24451,,+413
HDC아이콘트롤스,-1932,+1600,+336,+338,-2,,,,,,-4
HDC현대EP,+19468,-8279,-12189,-3752,,,,,-7618,-819,+1000
IHQ,+36732,-51591,+10892,+62,,,,,+10830,,+6083
JW중외제약,-9999,+13396,-3497,-1302,-20,+44,,,-2324,+105,+100
KC그린홀딩스,+6453,-12010,+4037,+4037,,,,,,,+1520
KEC,+210580,-206629,-10294,+41,,,,,-10335,,+29384
KH 필룩스,-313887,+308910,+33,+38,-5,,,,,,+4800
KISCO홀딩스,+15534,-18663,+3014,+12722,,-9500,-208,,,,+50
KSS해운,-14370,+18992,+2670,+186,-43,-6443,,-379,+18150,-8801,-7451
KTcs,-40625,+40581,-1,-1,,,,,,,-10
KTis,+13313,-13513,,,,,,,,,+200
LG헬로비전,+36515,-36522,-18,-206,-28,,,,,+216,+20
LS전선아시아,+1476,-1132,-2344,-149,-5,-2190,,,,,+2000
NAVER,+69302,-17395,-63480,+7713,-8391,-8846,,+893,-55284,+435,+10808
NH프라임리츠,-8492,+21059,-12580,-12580,,,,,,,+42
NHN,-19731,-1363,+18570,+572,+1722,+1264,,,+14996,+16,+2522
NICE,-17845,-917,+19301,+2335,-15,+7070,,,+4196,+5715,-237
NI스틸,+217676,-231385,+17881,+3719,,,+5000,,,+9162,-2771
NPC,+4875,-5219,+19,+19,,,,,,,-7
S-Oil,+37349,-12451,-30558,-799,+3541,-2896,,-131,-30341,+68,+1588
S-Oil우,+2902,-359,-2542,+1,-1443,-359,,,-624,-117,
SBS미디어홀딩스,-912,+1644,+268,+291,-23,,,,,,-1000
SG글로벌,-7250,+6511,+12,+12,,,,,,,+500
SG세계물산,+39927,-57155,-46,-16,-30,,,,,,+15672
SH에너지화학,-215457,+204942,+41,+41,,,,,,,+3997
SIMPAC,+4051,+7503,-10144,+11,-42,,-4918,,,-5195,-1438
SK네트웍스,+13091,+6068,-20451,-19007,-196,+803,,,-2051,,+1528
SJM,-6042,+5245,+817,+817,,,,,,,
SK디앤디,+10496,-17521,+6019,+3787,-15,+4,,,+2243,,+1337
SK,+29048,-23466,-14476,-6978,+548,-1451,+150,+149,-2907,-3987,+8873
SNT중공업,+23803,-20292,-3511,+2030,,,-853,,-4688,,
SJM홀딩스,-1984,+1689,+120,+120,,,,,,,+94
SK렌터카,-13742,+9425,+2450,+350,-7,,,,+2107,,+1869
SK바이오사이언스,-116877,+5447,+110532,+1707,+9356,+22982,+929,+1245,+36447,+37866,+581
SK바이오팜,+2216,-32006,+12695,+165,+102,+320,,,+12960,-852,+17118
SK우,-45,+7,,,,,,,,,+38
SK증권,-341233,+165520,+158546,+11924,-92,,,,+146714,,+14724
SK텔레콤,-37680,+40606,+4860,+7476,+1922,+1691,-169,+227,-7950,+1663,-7621
SNT에너지,-3027,-129,+3056,+1928,,,+1128,,,,+100
SNT홀딩스,-18,-860,+873,+3,,,+870,,,,
STX엔진,+44719,-43374,+2317,+1791,,+141,,,,+385,-3801
TCC스틸,+20482,-20314,+6,+6,,,,,,,
TYM,+683045,-699373,-3316,+43,-15,,,,,-3344,+6620
YG PLUS,+10386,-10298,-1,-1,,,,,,,
